50 100
1 2 42
2 3 18468
3 4 6335
4 5 26501
5 6 19170
6 7 15725
7 8 11479
8 9 29359
9 10 26963
10 11 24465
11 12 5706
12 13 28146
13 14 23282
14 15 16828
15 16 9962
16 17 492
17 18 2996
18 19 11943
19 20 4828
20 21 5437
21 22 32392
22 23 14605
23 24 3903
24 25 154
25 26 293
26 27 12383
27 28 17422
28 29 18717
29 30 19719
30 31 19896
31 32 5448
32 33 21727
33 34 14772
34 35 11539
35 36 1870
36 37 19913
37 38 25668
38 39 26300
39 40 17036
40 41 9895
41 42 28704
42 43 23812
43 44 31323
44 45 30334
45 46 17674
46 47 4665
47 48 15142
48 49 7712
49 50 28254
50 1 6869
48 45 32663
8 38 12860
24 42 27530
29 17 3036
41 43 289
7 41 8943
15 49 27447
6 41 6730
21 1 15007
2 44 3549
30 24 24085
5 7 11841
17 27 13932
9 45 32440
27 24 5538
39 19 2083
30 42 4834
16 40 29659
5 31 13978
7 24 22387
22 46 26925
23 21 5830
28 24 5098
13 37 13291
12 37 22356
18 6 15575
32 3 27351
1 42 21725
17 31 31108
42 8 11338
34 46 8910
10 9 24222
39 23 24947
7 31 16414
19 1 32592
13 6 17411
10 25 20538
49 34 27596
42 3 24351
42 37 9375
21 47 24022
35 32 4735
4 50 26419
39 1 3789
28 18 3729
44 49 22484
8 22 14311
18 14 9515
10 17 18936
2 1 5250
