100 200
1 2 42
2 3 18468
3 4 6335
4 5 26501
5 6 19170
6 7 15725
7 8 11479
8 9 29359
9 10 26963
10 11 24465
11 12 5706
12 13 28146
13 14 23282
14 15 16828
15 16 9962
16 17 492
17 18 2996
18 19 11943
19 20 4828
20 21 5437
21 22 32392
22 23 14605
23 24 3903
24 25 154
25 26 293
26 27 12383
27 28 17422
28 29 18717
29 30 19719
30 31 19896
31 32 5448
32 33 21727
33 34 14772
34 35 11539
35 36 1870
36 37 19913
37 38 25668
38 39 26300
39 40 17036
40 41 9895
41 42 28704
42 43 23812
43 44 31323
44 45 30334
45 46 17674
46 47 4665
47 48 15142
48 49 7712
49 50 28254
50 51 6869
51 52 25548
52 53 27645
53 54 32663
54 55 32758
55 56 20038
56 57 12860
57 58 8724
58 59 9742
59 60 27530
60 61 779
61 62 12317
62 63 3036
63 64 22191
64 65 1843
65 66 289
66 67 30107
67 68 9041
68 69 8943
69 70 19265
70 71 22649
71 72 27447
72 73 23806
73 74 15891
74 75 6730
75 76 24371
76 77 15351
77 78 15007
78 79 31102
79 80 24394
80 81 3549
81 82 19630
82 83 12624
83 84 24085
84 85 19955
85 86 18757
86 87 11841
87 88 4967
88 89 7377
89 90 13932
90 91 26309
91 92 16945
92 93 32440
93 94 24627
94 95 11324
95 96 5538
96 97 21539
97 98 16119
98 99 2083
99 100 22930
100 1 16542
34 16 4640
59 5 9931
78 7 31674
87 22 28746
25 73 6271
30 78 15574
98 13 23987
91 62 18637
56 68 23656
75 32 12053
51 51 16942
25 67 3431
8 92 18008
38 58 12288
54 84 14946
10 10 9759
22 89 6423
47 7 13031
14 69 901
92 63 1656
11 60 27625
38 49 6484
96 42 3603
51 92 30837
75 21 4597
22 49 23200
69 85 8282
35 54 2000
19 39 6901
89 28 468
29 94 24649
84 8 2422
11 18 22814
15 10 7617
36 52 20601
50 20 31557
99 4 6225
9 45 32610
90 3 3196
86 94 14344
24 88 29315
4 49 25201
59 19 20581
97 99 15282
90 99 28010
58 73 23623
39 93 6039
80 91 29658
59 92 19816
89 57 11512
3 35 24273
56 29 22647
63 87 18876
34 70 20143
45 17 21882
99 23 18652
22 100 3558
77 93 24390
76 13 2601
11 4 26870
62 89 13402
90 56 16424
3 86 24183
86 89 31427
18 58 9833
33 70 2155
22 90 19977
30 69 28693
26 56 3435
50 42 9513
46 61 21719
54 40 12424
80 97 16688
30 50 17438
67 50 194
96 98 20417
87 6 24489
83 56 25735
15 2 31317
72 87 12264
14 56 31186
54 13 10809
33 46 4314
57 22 19559
47 83 482
45 97 20223
30 62 5536
51 74 10467
45 60 26293
40 54 20025
55 11 4746
50 87 8314
75 23 2169
19 88 9906
26 78 4415
15 25 29335
75 73 20160
34 71 7488
98 19 8178
74 71 1764
