150 22350
1 2 42
2 3 18468
3 4 6335
4 5 26501
5 6 19170
6 7 15725
7 8 11479
8 9 29359
9 10 26963
10 11 24465
11 12 5706
12 13 28146
13 14 23282
14 15 16828
15 16 9962
16 17 492
17 18 2996
18 19 11943
19 20 4828
20 21 5437
21 22 32392
22 23 14605
23 24 3903
24 25 154
25 26 293
26 27 12383
27 28 17422
28 29 18717
29 30 19719
30 31 19896
31 32 5448
32 33 21727
33 34 14772
34 35 11539
35 36 1870
36 37 19913
37 38 25668
38 39 26300
39 40 17036
40 41 9895
41 42 28704
42 43 23812
43 44 31323
44 45 30334
45 46 17674
46 47 4665
47 48 15142
48 49 7712
49 50 28254
50 51 6869
51 52 25548
52 53 27645
53 54 32663
54 55 32758
55 56 20038
56 57 12860
57 58 8724
58 59 9742
59 60 27530
60 61 779
61 62 12317
62 63 3036
63 64 22191
64 65 1843
65 66 289
66 67 30107
67 68 9041
68 69 8943
69 70 19265
70 71 22649
71 72 27447
72 73 23806
73 74 15891
74 75 6730
75 76 24371
76 77 15351
77 78 15007
78 79 31102
79 80 24394
80 81 3549
81 82 19630
82 83 12624
83 84 24085
84 85 19955
85 86 18757
86 87 11841
87 88 4967
88 89 7377
89 90 13932
90 91 26309
91 92 16945
92 93 32440
93 94 24627
94 95 11324
95 96 5538
96 97 21539
97 98 16119
98 99 2083
99 100 22930
100 101 16542
101 102 4834
102 103 31116
103 104 4640
104 105 29659
105 106 22705
106 107 9931
107 108 13978
108 109 2307
109 110 31674
110 111 22387
111 112 5022
112 113 28746
113 114 26925
114 115 19073
115 116 6271
116 117 5830
117 118 26778
118 119 15574
119 120 5098
120 121 16513
121 122 23987
122 123 13291
123 124 9162
124 125 18637
125 126 22356
126 127 24768
127 128 23656
128 129 15575
129 130 4032
130 131 12053
131 132 27351
132 133 1151
133 134 16942
134 135 21725
135 136 13967
136 137 3431
137 138 31108
138 139 30192
139 140 18008
140 141 11338
141 142 15458
142 143 12288
143 144 27754
144 145 10384
145 146 14946
146 147 8910
147 148 32210
148 149 9759
149 150 24222
150 1 18589
123 47 27507
131 64 29169
1 42 18763
6 11 6360
25 138 21549
34 146 4042
3 51 10292
87 75 11021
97 22 27349
100 19 24485
32 85 54
50 19 27939
1 39 18128
18 129 14894
49 134 17808
22 61 6618
14 65 14310
117 36 17452
51 150 16520
57 149 30304
75 59 5845
60 140 32703
46 86 3094
94 74 1588
65 54 7449
1 109 6619
31 147 14799
132 90 20799
110 8 20473
73 89 12293
39 30 18191
108 9 6192
16 89 19157
112 3 2635
123 106 20329
147 113 4887
126 84 29870
43 145 1417
132 49 10323
52 122 5700
108 127 27893
90 126 10713
51 111 21004
20 12 14689
52 40 15256
74 53 10586
33 86 27089
77 118 23758
83 33 4170
55 72 17190
27 130 2369
43 126 10556
135 50 7442
63 146 18061
119 4 16140
124 80 25997
38 80 22550
38 67 12950
44 96 3298
17 87 16106
39 83 12456
85 115 11702
117 122 5787
114 114 24356
136 104 913
9 33 20946
114 7 28322
59 97 27983
32 95 23197
123 80 2162
136 51 11174
117 45 21660
43 40 17254
75 55 29511
96 100 13187
64 125 28023
69 69 18788
6 109 7392
3 26 26478
65 15 25825
85 75 24373
60 134 28071
138 98 7519
78 74 32271
114 119 17193
36 103 8481
114 128 4803
50 78 2626
44 125 11024
123 12 14182
104 133 17506
144 76 13032
93 143 17223
87 15 7901
138 111 22414
75 21 29171
86 84 19712
111 147 4668
86 101 141
45 146 21625
120 26 26577
95 9 26303
122 117 4679
94 2 25485
119 115 21120
53 101 18088
11 127 9011
108 71 20316
127 78 12044
109 115 5110
83 137 29566
38 28 14475
76 128 5630
129 74 28521
3 113 124
147 138 13262
146 126 1265
11 53 8117
81 77 29012
22 112 25548
4 71 29791
75 39 21764
141 2 18663
30 1 17714
59 29 8366
108 78 1201
109 140 2304
11 8 2325
28 9 21114
38 2 22851
61 79 12994
85 56 6541
62 55 12836
107 73 29351
74 86 20557
117 127 9358
127 8 29338
22 20 29362
147 123 29618
63 118 18697
36 42 24424
130 80 4566
110 83 22297
6 54 16963
135 35 6655
23 8 14370
33 114 2608
84 12 11636
18 49 4676
39 124 22143
55 62 22742
76 10 17826
72 21 1627
135 56 31784
1 149 22280
52 44 12735
138 135 5557
44 127 25706
63 49 15882
1 14 16642
56 106 13143
63 12 30878
25 129 1753
144 97 12674
141 14 876
123 69 611
118 83 28113
96 120 23832
91 89 28686
41 148 2590
41 146 19354
115 52 26741
145 9 336
60 93 7606
65 32 28504
80 76 20609
43 148 17550
7 62 31628
18 142 26130
41 64 29175
52 78 20216
134 114 23993
25 52 23393
10 121 26429
128 35 10076
37 49 24971
138 148 32605
54 72 22664
7 114 9011
122 40 18241
15 43 7620
64 92 6705
19 83 751
6 26 1540
4 23 21099
148 85 13649
122 15 22914
126 96 28713
147 79 1770
113 120 13986
90 45 2866
91 146 25509
119 121 9602
124 133 24473
3 38 28571
64 52 17104
24 78 11601
120 66 5566
29 94 25348
