100 9900
1 2 42
2 3 18468
3 4 6335
4 5 26501
5 6 19170
6 7 15725
7 8 11479
8 9 29359
9 10 26963
10 11 24465
11 12 5706
12 13 28146
13 14 23282
14 15 16828
15 16 9962
16 17 492
17 18 2996
18 19 11943
19 20 4828
20 21 5437
21 22 32392
22 23 14605
23 24 3903
24 25 154
25 26 293
26 27 12383
27 28 17422
28 29 18717
29 30 19719
30 31 19896
31 32 5448
32 33 21727
33 34 14772
34 35 11539
35 36 1870
36 37 19913
37 38 25668
38 39 26300
39 40 17036
40 41 9895
41 42 28704
42 43 23812
43 44 31323
44 45 30334
45 46 17674
46 47 4665
47 48 15142
48 49 7712
49 50 28254
50 51 6869
51 52 25548
52 53 27645
53 54 32663
54 55 32758
55 56 20038
56 57 12860
57 58 8724
58 59 9742
59 60 27530
60 61 779
61 62 12317
62 63 3036
63 64 22191
64 65 1843
65 66 289
66 67 30107
67 68 9041
68 69 8943
69 70 19265
70 71 22649
71 72 27447
72 73 23806
73 74 15891
74 75 6730
75 76 24371
76 77 15351
77 78 15007
78 79 31102
79 80 24394
80 81 3549
81 82 19630
82 83 12624
83 84 24085
84 85 19955
85 86 18757
86 87 11841
87 88 4967
88 89 7377
89 90 13932
90 91 26309
91 92 16945
92 93 32440
93 94 24627
94 95 11324
95 96 5538
96 97 21539
97 98 16119
98 99 2083
99 100 22930
100 1 16542
34 16 4640
59 5 9931
78 7 31674
87 22 28746
25 73 6271
30 78 15574
98 13 23987
91 62 18637
56 68 23656
75 32 12053
51 51 16942
25 67 3431
8 92 18008
38 58 12288
54 84 14946
10 10 9759
22 89 6423
47 7 13031
14 69 901
92 63 1656
11 60 27625
38 49 6484
96 42 3603
51 92 30837
75 21 4597
22 49 23200
69 85 8282
35 54 2000
19 39 6901
89 28 468
29 94 24649
84 8 2422
11 18 22814
15 10 7617
36 52 20601
50 20 31557
99 4 6225
9 45 32610
90 3 3196
86 94 14344
24 88 29315
4 49 25201
59 19 20581
97 99 15282
90 99 28010
58 73 23623
39 93 6039
80 91 29658
59 92 19816
89 57 11512
3 35 24273
56 29 22647
63 87 18876
34 70 20143
45 17 21882
99 23 18652
22 100 3558
77 93 24390
76 13 2601
11 4 26870
62 89 13402
90 56 16424
3 86 24183
86 89 31427
18 58 9833
33 70 2155
22 90 19977
30 69 28693
26 56 3435
50 42 9513
46 61 21719
54 40 12424
80 97 16688
30 50 17438
67 50 194
96 98 20417
87 6 24489
83 56 25735
15 2 31317
72 87 12264
14 56 31186
54 13 10809
33 46 4314
57 22 19559
47 83 482
45 97 20223
30 62 5536
51 74 10467
45 60 26293
40 54 20025
55 11 4746
50 87 8314
75 23 2169
19 88 9906
26 78 4415
15 25 29335
75 73 20160
34 71 7488
98 19 8178
74 71 1764
69 93 13986
3 81 29214
28 3 4100
28 26 1544
25 24 29973
62 82 31004
33 6 27594
26 32 8493
43 23 31287
65 1 19188
61 14 30975
71 71 236
34 12 25761
97 68 7286
51 41 13695
96 25 28020
26 77 21695
59 3 17372
67 79 22594
52 85 1019
65 20 23153
1 88 31061
27 11 4758
71 16 9577
28 44 22759
65 10 7883
87 66 3488
78 75 2626
28 30 31929
24 21 6903
63 24 24597
38 62 10196
26 65 8261
3 17 5031
27 12 30772
12 48 21154
21 91 14925
89 64 4941
52 63 13830
1 14 18959
79 66 13008
78 1 26059
40 4 12761
58 25 6478
9 14 14888
2 51 14461
6 41 31112
5 36 32357
73 51 18824
86 57 23217
27 58 8527
58 38 23272
70 62 12897
23 18 10113
18 97 11586
42 24 24130
30 66 6560
33 97 29856
54 63 3585
35 55 16973
58 70 22533
64 8 2484
12 36 10068
49 76 12939
24 43 23755
12 42 20176
60 26 3222
71 27 31935
6 84 23851
99 80 22702
94 35 1638
35 57 1994
77 6 6963
49 82 301
14 42 19856
56 43 11463
12 78 20425
79 53 18444
97 74 10041
14 76 20073
19 11 1018
33 13 30696
70 32 20041
89 86 19091
98 90 25991
46 54 19315
52 41 22045
59 36 8760
93 6 25265
82 4 3830
76 9 29293
98 50 29557
62 28 6468
42 30 31241
14 75 20602
78 16 8684
14 93 25825
2 93 15760
71 29 28028
85 76 18787
99 71 6288
48 5 504
22 64 5707
64 11 22172
90 41 12165
43 20 20914
92 5 31819
33 51 25206
76 40 304
23 99 11248
85 49 2972
65 14 11076
46 13 17547
79 70 15263
20 86 28290
45 66 18541
46 9 28319
71 2 28324
33 73 27153
88 71 29764
2 4 14424
28 1 26970
16 66 29
44 48 2089
44 38 22410
64 50 4682
89 43 609
61 22 1759
55 89 14147
91 50 12844
31 21 749
68 37 20784
36 27 15186
39 54 25630
25 49 19924
60 58 24767
45 56 23319
56 2 22550
97 85 9516
65 43 8076
14 43 31197
49 73 20427
7 74 24430
13 76 30094
66 37 14737
42 15 5995
57 53 23937
39 83 1356
16 32 18231
42 26 2012
38 87 19691
51 63 21635
94 54 21417
53 9 7263
34 55 16304
35 4 14257
49 25 12318
14 10 24029
1 81 21319
59 51 24156
