200 20000
1 2 42
2 3 18468
3 4 6335
4 5 26501
5 6 19170
6 7 15725
7 8 11479
8 9 29359
9 10 26963
10 11 24465
11 12 5706
12 13 28146
13 14 23282
14 15 16828
15 16 9962
16 17 492
17 18 2996
18 19 11943
19 20 4828
20 21 5437
21 22 32392
22 23 14605
23 24 3903
24 25 154
25 26 293
26 27 12383
27 28 17422
28 29 18717
29 30 19719
30 31 19896
31 32 5448
32 33 21727
33 34 14772
34 35 11539
35 36 1870
36 37 19913
37 38 25668
38 39 26300
39 40 17036
40 41 9895
41 42 28704
42 43 23812
43 44 31323
44 45 30334
45 46 17674
46 47 4665
47 48 15142
48 49 7712
49 50 28254
50 51 6869
51 52 25548
52 53 27645
53 54 32663
54 55 32758
55 56 20038
56 57 12860
57 58 8724
58 59 9742
59 60 27530
60 61 779
61 62 12317
62 63 3036
63 64 22191
64 65 1843
65 66 289
66 67 30107
67 68 9041
68 69 8943
69 70 19265
70 71 22649
71 72 27447
72 73 23806
73 74 15891
74 75 6730
75 76 24371
76 77 15351
77 78 15007
78 79 31102
79 80 24394
80 81 3549
81 82 19630
82 83 12624
83 84 24085
84 85 19955
85 86 18757
86 87 11841
87 88 4967
88 89 7377
89 90 13932
90 91 26309
91 92 16945
92 93 32440
93 94 24627
94 95 11324
95 96 5538
96 97 21539
97 98 16119
98 99 2083
99 100 22930
100 101 16542
101 102 4834
102 103 31116
103 104 4640
104 105 29659
105 106 22705
106 107 9931
107 108 13978
108 109 2307
109 110 31674
110 111 22387
111 112 5022
112 113 28746
113 114 26925
114 115 19073
115 116 6271
116 117 5830
117 118 26778
118 119 15574
119 120 5098
120 121 16513
121 122 23987
122 123 13291
123 124 9162
124 125 18637
125 126 22356
126 127 24768
127 128 23656
128 129 15575
129 130 4032
130 131 12053
131 132 27351
132 133 1151
133 134 16942
134 135 21725
135 136 13967
136 137 3431
137 138 31108
138 139 30192
139 140 18008
140 141 11338
141 142 15458
142 143 12288
143 144 27754
144 145 10384
145 146 14946
146 147 8910
147 148 32210
148 149 9759
149 150 24222
150 151 18589
151 152 6423
152 153 24947
153 154 27507
154 155 13031
155 156 16414
156 157 29169
157 158 901
158 159 32592
159 160 18763
160 161 1656
161 162 17411
162 163 6360
163 164 27625
164 165 20538
165 166 21549
166 167 6484
167 168 27596
168 169 4042
169 170 3603
170 171 24351
171 172 10292
172 173 30837
173 174 9375
174 175 11021
175 176 4597
176 177 24022
177 178 27349
178 179 23200
179 180 19669
180 181 24485
181 182 8282
182 183 4735
183 184 54
184 185 2000
185 186 26419
186 187 27939
187 188 6901
188 189 3789
189 190 18128
190 191 468
191 192 3729
192 193 14894
193 194 24649
194 195 22484
195 196 17808
196 197 2422
197 198 14311
198 199 6618
199 200 22814
200 1 9515
110 17 18936
52 1 5250
120 157 22799
104 25 11009
45 10 14990
103 196 20486
94 144 30524
188 115 9504
49 1 13459
19 181 19797
199 82 19590
199 10 27158
73 23 18539
93 39 24180
191 58 7959
192 16 22889
157 112 16203
35 73 20056
129 47 26363
87 76 28434
70 143 23845
17 82 31999
123 52 10022
100 158 28477
93 190 5076
113 1 2511
4 70 17862
89 2 9790
56 24 5003
186 183 10286
89 27 28618
158 33 30933
170 155 25722
190 177 31330
169 93 21426
156 35 16550
42 113 30146
61 119 3754
140 24 16280
197 88 12530
150 38 19867
150 194 23196
98 17 28287
106 89 16283
56 135 18115
102 117 20672
187 64 4314
156 186 20054
113 9 1833
146 114 27757
122 159 23647
183 82 4145
197 23 7130
162 136 20451
174 67 12045
60 93 26440
54 25 26155
111 146 20650
187 114 4475
23 169 14019
188 106 17959
192 3 3626
78 15 9315
25 135 25875
173 160 11834
71 88 28298
119 178 17774
71 164 2669
193 186 3103
81 14 7628
3 100 30528
26 144 1925
24 173 13062
182 4 27433
106 194 22726
32 93 143
23 87 13065
101 188 8361
14 175 14271
171 36 30834
112 161 18897
68 86 12551
141 95 2696
25 20 2126
177 95 22659
103 172 22467
79 194 23852
85 19 28465
120 153 2801
88 61 1927
11 158 32171
116 177 30228
44 159 7165
110 83 17087
166 88 29578
75 26 25628
30 129 25424
121 103 14963
124 197 3738
62 196 32526
65 61 6203
117 31 20327
12 172 6412
148 154 21521
191 125 30189
164 141 20852
63 30 30901
114 159 17579
166 8 11478
1 59 6440
104 161 19358
125 78 5109
114 88 19802
51 61 22429
194 185 19406
141 112 28705
36 157 6073
151 24 14486
157 17 1627
158 127 13358
138 72 23870
162 97 13023
18 113 12718
97 186 24042
24 130 24230
166 160 8933
97 56 12054
163 185 29735
55 173 21458
170 133 2964
8 84 912
36 68 22849
76 139 2224
143 155 6512
142 176 21460
26 22 17871
27 135 15206
184 51 17399
80 102 12194
135 38 26535
157 194 10177
106 163 10549
82 101 14414
42 56 24856
143 63 27612
78 25 32679
153 44 28297
74 41 9314
76 73 12819
11 18 14933
113 96 13170
32 41 26489
86 91 19498
154 115 18652
141 45 11259
136 160 11193
6 65 12182
104 30 23776
9 93 5998
