500 125000
1 2 42
2 3 18468
3 4 6335
4 5 26501
5 6 19170
6 7 15725
7 8 11479
8 9 29359
9 10 26963
10 11 24465
11 12 5706
12 13 28146
13 14 23282
14 15 16828
15 16 9962
16 17 492
17 18 2996
18 19 11943
19 20 4828
20 21 5437
21 22 32392
22 23 14605
23 24 3903
24 25 154
25 26 293
26 27 12383
27 28 17422
28 29 18717
29 30 19719
30 31 19896
31 32 5448
32 33 21727
33 34 14772
34 35 11539
35 36 1870
36 37 19913
37 38 25668
38 39 26300
39 40 17036
40 41 9895
41 42 28704
42 43 23812
43 44 31323
44 45 30334
45 46 17674
46 47 4665
47 48 15142
48 49 7712
49 50 28254
50 51 6869
51 52 25548
52 53 27645
53 54 32663
54 55 32758
55 56 20038
56 57 12860
57 58 8724
58 59 9742
59 60 27530
60 61 779
61 62 12317
62 63 3036
63 64 22191
64 65 1843
65 66 289
66 67 30107
67 68 9041
68 69 8943
69 70 19265
70 71 22649
71 72 27447
72 73 23806
73 74 15891
74 75 6730
75 76 24371
76 77 15351
77 78 15007
78 79 31102
79 80 24394
80 81 3549
81 82 19630
82 83 12624
83 84 24085
84 85 19955
85 86 18757
86 87 11841
87 88 4967
88 89 7377
89 90 13932
90 91 26309
91 92 16945
92 93 32440
93 94 24627
94 95 11324
95 96 5538
96 97 21539
97 98 16119
98 99 2083
99 100 22930
100 101 16542
101 102 4834
102 103 31116
103 104 4640
104 105 29659
105 106 22705
106 107 9931
107 108 13978
108 109 2307
109 110 31674
110 111 22387
111 112 5022
112 113 28746
113 114 26925
114 115 19073
115 116 6271
116 117 5830
117 118 26778
118 119 15574
119 120 5098
120 121 16513
121 122 23987
122 123 13291
123 124 9162
124 125 18637
125 126 22356
126 127 24768
127 128 23656
128 129 15575
129 130 4032
130 131 12053
131 132 27351
132 133 1151
133 134 16942
134 135 21725
135 136 13967
136 137 3431
137 138 31108
138 139 30192
139 140 18008
140 141 11338
141 142 15458
142 143 12288
143 144 27754
144 145 10384
145 146 14946
146 147 8910
147 148 32210
148 149 9759
149 150 24222
150 151 18589
151 152 6423
152 153 24947
153 154 27507
154 155 13031
155 156 16414
156 157 29169
157 158 901
158 159 32592
159 160 18763
160 161 1656
161 162 17411
162 163 6360
163 164 27625
164 165 20538
165 166 21549
166 167 6484
167 168 27596
168 169 4042
169 170 3603
170 171 24351
171 172 10292
172 173 30837
173 174 9375
174 175 11021
175 176 4597
176 177 24022
177 178 27349
178 179 23200
179 180 19669
180 181 24485
181 182 8282
182 183 4735
183 184 54
184 185 2000
185 186 26419
186 187 27939
187 188 6901
188 189 3789
189 190 18128
190 191 468
191 192 3729
192 193 14894
193 194 24649
194 195 22484
195 196 17808
196 197 2422
197 198 14311
198 199 6618
199 200 22814
200 201 9515
201 202 14310
202 203 7617
203 204 18936
204 205 17452
205 206 20601
206 207 5250
207 208 16520
208 209 31557
209 210 22799
210 211 30304
211 212 6225
212 213 11009
213 214 5845
214 215 32610
215 216 14990
216 217 32703
217 218 3196
218 219 20486
219 220 3094
220 221 14344
221 222 30524
222 223 1588
223 224 29315
224 225 9504
225 226 7449
226 227 25201
227 228 13459
228 229 6619
229 230 20581
230 231 19797
231 232 14799
232 233 15282
233 234 19590
234 235 20799
235 236 28010
236 237 27158
237 238 20473
238 239 23623
239 240 18539
240 241 12293
241 242 6039
242 243 24180
243 244 18191
244 245 29658
245 246 7959
246 247 6192
247 248 19816
248 249 22889
249 250 19157
250 251 11512
251 252 16203
252 253 2635
253 254 24273
254 255 20056
255 256 20329
256 257 22647
257 258 26363
258 259 4887
259 260 18876
260 261 28434
261 262 29870
262 263 20143
263 264 23845
264 265 1417
265 266 21882
266 267 31999
267 268 10323
268 269 18652
269 270 10022
270 271 5700
271 272 3558
272 273 28477
273 274 27893
274 275 24390
275 276 5076
276 277 10713
277 278 2601
278 279 2511
279 280 21004
280 281 26870
281 282 17862
282 283 14689
283 284 13402
284 285 9790
285 286 15256
286 287 16424
287 288 5003
288 289 10586
289 290 24183
290 291 10286
291 292 27089
292 293 31427
293 294 28618
294 295 23758
295 296 9833
296 297 30933
297 298 4170
298 299 2155
299 300 25722
300 301 17190
301 302 19977
302 303 31330
303 304 2369
304 305 28693
305 306 21426
306 307 10556
307 308 3435
308 309 16550
309 310 7442
310 311 9513
311 312 30146
312 313 18061
313 314 21719
314 315 3754
315 316 16140
316 317 12424
317 318 16280
318 319 25997
319 320 16688
320 321 12530
321 322 22550
322 323 17438
323 324 19867
324 325 12950
325 326 194
326 327 23196
327 328 3298
328 329 20417
329 330 28287
330 331 16106
331 332 24489
332 333 16283
333 334 12456
334 335 25735
335 336 18115
336 337 11702
337 338 31317
338 339 20672
339 340 5787
340 341 12264
341 342 4314
342 343 24356
343 344 31186
344 345 20054
345 346 913
346 347 10809
347 348 1833
348 349 20946
349 350 4314
350 351 27757
351 352 28322
352 353 19559
353 354 23647
354 355 27983
355 356 482
356 357 4145
357 358 23197
358 359 20223
359 360 7130
