250 31250
1 2 42
2 3 18468
3 4 6335
4 5 26501
5 6 19170
6 7 15725
7 8 11479
8 9 29359
9 10 26963
10 11 24465
11 12 5706
12 13 28146
13 14 23282
14 15 16828
15 16 9962
16 17 492
17 18 2996
18 19 11943
19 20 4828
20 21 5437
21 22 32392
22 23 14605
23 24 3903
24 25 154
25 26 293
26 27 12383
27 28 17422
28 29 18717
29 30 19719
30 31 19896
31 32 5448
32 33 21727
33 34 14772
34 35 11539
35 36 1870
36 37 19913
37 38 25668
38 39 26300
39 40 17036
40 41 9895
41 42 28704
42 43 23812
43 44 31323
44 45 30334
45 46 17674
46 47 4665
47 48 15142
48 49 7712
49 50 28254
50 51 6869
51 52 25548
52 53 27645
53 54 32663
54 55 32758
55 56 20038
56 57 12860
57 58 8724
58 59 9742
59 60 27530
60 61 779
61 62 12317
62 63 3036
63 64 22191
64 65 1843
65 66 289
66 67 30107
67 68 9041
68 69 8943
69 70 19265
70 71 22649
71 72 27447
72 73 23806
73 74 15891
74 75 6730
75 76 24371
76 77 15351
77 78 15007
78 79 31102
79 80 24394
80 81 3549
81 82 19630
82 83 12624
83 84 24085
84 85 19955
85 86 18757
86 87 11841
87 88 4967
88 89 7377
89 90 13932
90 91 26309
91 92 16945
92 93 32440
93 94 24627
94 95 11324
95 96 5538
96 97 21539
97 98 16119
98 99 2083
99 100 22930
100 101 16542
101 102 4834
102 103 31116
103 104 4640
104 105 29659
105 106 22705
106 107 9931
107 108 13978
108 109 2307
109 110 31674
110 111 22387
111 112 5022
112 113 28746
113 114 26925
114 115 19073
115 116 6271
116 117 5830
117 118 26778
118 119 15574
119 120 5098
120 121 16513
121 122 23987
122 123 13291
123 124 9162
124 125 18637
125 126 22356
126 127 24768
127 128 23656
128 129 15575
129 130 4032
130 131 12053
131 132 27351
132 133 1151
133 134 16942
134 135 21725
135 136 13967
136 137 3431
137 138 31108
138 139 30192
139 140 18008
140 141 11338
141 142 15458
142 143 12288
143 144 27754
144 145 10384
145 146 14946
146 147 8910
147 148 32210
148 149 9759
149 150 24222
150 151 18589
151 152 6423
152 153 24947
153 154 27507
154 155 13031
155 156 16414
156 157 29169
157 158 901
158 159 32592
159 160 18763
160 161 1656
161 162 17411
162 163 6360
163 164 27625
164 165 20538
165 166 21549
166 167 6484
167 168 27596
168 169 4042
169 170 3603
170 171 24351
171 172 10292
172 173 30837
173 174 9375
174 175 11021
175 176 4597
176 177 24022
177 178 27349
178 179 23200
179 180 19669
180 181 24485
181 182 8282
182 183 4735
183 184 54
184 185 2000
185 186 26419
186 187 27939
187 188 6901
188 189 3789
189 190 18128
190 191 468
191 192 3729
192 193 14894
193 194 24649
194 195 22484
195 196 17808
196 197 2422
197 198 14311
198 199 6618
199 200 22814
200 201 9515
201 202 14310
202 203 7617
203 204 18936
204 205 17452
205 206 20601
206 207 5250
207 208 16520
208 209 31557
209 210 22799
210 211 30304
211 212 6225
212 213 11009
213 214 5845
214 215 32610
215 216 14990
216 217 32703
217 218 3196
218 219 20486
219 220 3094
220 221 14344
221 222 30524
222 223 1588
223 224 29315
224 225 9504
225 226 7449
226 227 25201
227 228 13459
228 229 6619
229 230 20581
230 231 19797
231 232 14799
232 233 15282
233 234 19590
234 235 20799
235 236 28010
236 237 27158
237 238 20473
238 239 23623
239 240 18539
240 241 12293
241 242 6039
242 243 24180
243 244 18191
244 245 29658
245 246 7959
246 247 6192
247 248 19816
248 249 22889
249 250 19157
250 1 11512
203 135 24273
56 79 22647
113 137 18876
184 120 20143
95 167 21882
249 73 18652
22 200 3558
227 143 24390
76 213 2601
11 4 26870
112 189 13402
40 6 16424
3 86 24183
36 89 31427
118 8 9833
183 170 2155
222 190 19977
80 119 28693
176 56 3435
50 192 9513
146 61 21719
4 140 12424
30 247 16688
30 50 17438
117 200 194
196 48 20417
37 106 24489
33 206 25735
115 202 31317
172 37 12264
64 106 31186
54 163 10809
83 196 4314
7 72 19559
147 233 482
145 197 20223
130 162 5536
201 174 10467
45 160 26293
190 4 20025
155 11 4746
150 187 8314
225 23 2169
19 38 9906
209 142 10203
126 228 4415
65 75 29335
125 123 20160
84 71 7488
48 19 8178
24 21 1764
169 193 13986
103 231 29214
128 53 4100
28 126 1544
175 24 29973
62 182 31004
183 6 27594
226 32 8493
143 223 31287
65 151 19188
111 164 30975
21 171 236
84 212 25761
147 168 7286
51 141 13695
196 125 28020
126 77 21695
159 53 17372
217 179 22594
102 235 1019
215 120 23153
51 88 31061
177 11 4758
171 66 9577
228 44 22759
165 110 7883
87 66 3488
78 225 2626
128 130 31929
174 21 6903
213 124 24597
238 12 10196
26 15 8261
203 117 5031
77 12 30772
162 48 21154
21 41 14925
189 14 4941
102 163 13830
151 214 18959
79 116 13008
228 201 26059
190 54 12761
108 75 6478
109 114 14888
52 101 14461
179 244 27385
156 41 31112
205 86 32357
73 101 18824
236 57 23217
127 108 8527
108 88 23272
120 112 12897
23 118 10113
218 197 11586
42 174 24130
230 66 6560
